CustomerID,Gender,Age,MaritalStatus,AnnualIncome,MembershipStatus,ChannelPreference,LastPurchaseDate,Frequency,AverageOrderValue,RecencyDays,CampaignResponseRate,WebsiteVisitsLastMonth,CartAbandonmentRate,LoyaltyScore,CLV
1645,Female,55,Single,63674.6,Gold,SMS,2025-02-06,5,59.51,65,0.26,9,0.24,100.0,595.1
1646,Female,41,Widowed,56989.72,Silver,SMS,2025-03-26,13,103.46,17,0.29,14,0.18,72.72,2323.05
1647,Male,48,Divorced,47538.21,Platinum,Email,2025-01-26,11,64.71,76,0.18,7,0.2,71.02,1217.34
1648,Other,28,Single,93648.66,Platinum,SMS,2025-02-26,23,140.78,45,0.05,8,0.14,64.38,5322.53
1649,Female,18,Divorced,47600.68,Silver,Email,2025-03-12,13,122.95,31,0.44,12,0.32,58.83,2538.66
1650,Female,64,Widowed,43769.73,Gold,Social Media,2025-02-04,11,95.67,67,0.14,13,0.08,70.32,1792.4
1651,Other,65,Widowed,54283.35,Gold,Email,2025-04-11,11,91.61,1,0.23,11,0.29,84.63,1860.53
1652,Female,58,Divorced,89709.77,Platinum,SMS,2025-03-10,13,83.96,33,0.11,8,0.34,90.03,2074.14
1653,Other,48,Divorced,70968.55,Platinum,Email,2025-02-18,12,89.01,53,0.21,10,0.42,41.08,1506.9
1654,Other,57,Married,34482.89,Silver,SMS,2025-02-12,7,86.77,59,0.29,16,0.23,85.15,1124.58
1655,Female,62,Single,71009.77,Silver,SMS,2025-01-26,20,148.83,76,0.06,9,0.09,92.43,5727.87
1656,Other,43,Widowed,44961.82,Gold,SMS,2025-02-28,11,102.18,43,0.48,7,0.04,86.45,2095.66
1657,Other,63,Widowed,59512.78,Gold,Push Notification,2025-04-05,12,136.95,7,0.31,16,0.26,78.43,2932.32
1658,Other,37,Married,47880.6,Gold,Push Notification,2025-03-03,14,128.42,40,0.06,10,0.42,70.86,3071.86
1659,Female,40,Married,61546.17,Silver,Push Notification,2025-01-24,10,52.6,78,0.31,8,0.24,72.85,909.19
1660,Other,45,Single,63886.14,Platinum,Email,2025-03-07,20,77.23,36,0.08,9,0.47,62.66,2512.45
1661,Female,50,Married,39884.08,Silver,Push Notification,2025-01-18,16,77.59,84,0.12,10,0.25,100.0,2482.88
1662,Other,41,Widowed,55084.49,Gold,Push Notification,2025-01-17,14,145.29,85,0.32,11,0.31,49.79,3046.82
1663,Female,18,Widowed,65806.36,Gold,Email,2025-03-18,8,99.19,25,0.11,9,0.31,86.17,1477.3
1664,Other,46,Single,42790.4,Platinum,SMS,2025-03-08,12,129.87,35,0.4,14,0.37,84.19,2870.49
1665,Female,67,Single,43860.39,Silver,Social Media,2025-04-09,7,48.44,3,0.13,10,0.1,79.86,609.87
1666,Male,53,Widowed,57357.99,Gold,Push Notification,2025-02-06,11,50.67,65,0.12,6,0.14,92.53,1073.1
1667,Other,35,Single,67529.13,Gold,Social Media,2025-02-20,11,36.89,51,0.6,10,0.43,44.58,586.69
1668,Other,51,Divorced,83341.57,Gold,Email,2025-04-10,14,147.9,2,0.34,6,0.51,37.6,2849.15
1669,Other,21,Widowed,55341.85,Gold,Push Notification,2025-01-17,12,62.71,85,0.52,17,0.33,52.08,1144.43
1670,Male,57,Married,45643.78,Silver,Email,2025-01-19,6,81.14,83,0.48,11,0.19,92.08,935.12
1671,Female,68,Divorced,74532.12,Silver,Email,2025-03-29,13,65.26,14,0.15,13,0.08,70.63,1447.59
1672,Female,31,Single,34216.04,Platinum,SMS,2025-02-04,11,126.23,67,0.35,8,0.35,76.86,2455.75
1673,Male,59,Divorced,48274.69,Platinum,Push Notification,2025-04-02,13,63.02,10,0.18,10,0.39,60.74,1316.88
1674,Male,34,Married,55222.77,Platinum,SMS,2025-03-04,14,46.25,39,0.23,16,0.45,55.89,1009.39
1675,Male,26,Divorced,56748.15,Gold,SMS,2025-02-17,10,63.42,54,0.23,8,0.19,58.54,1005.46
1676,Female,62,Divorced,67889.06,Silver,Social Media,2025-04-09,11,64.21,3,0.41,13,0.13,94.52,1373.91
1677,Other,37,Single,59122.07,Silver,Push Notification,2025-01-29,9,97.03,73,0.09,6,0.32,72.75,1508.57
1678,Male,34,Divorced,63254.16,Platinum,SMS,2025-01-24,8,81.26,78,0.35,12,0.5,58.05,1027.45
1679,Other,25,Married,70061.95,Silver,Social Media,2025-02-04,12,103.19,67,0.29,13,0.19,80.93,2240.42
1680,Male,58,Widowed,66762.19,Gold,Social Media,2025-01-27,13,56.14,75,0.42,10,0.33,78.58,1303.31
1681,Other,23,Widowed,82868.9,Silver,Email,2025-02-20,11,91.96,51,0.31,13,0.26,100.0,2023.12
1682,Other,53,Single,41511.59,Gold,Social Media,2025-03-27,13,95.48,16,0.56,12,0.39,41.1,1751.39
1683,Other,59,Divorced,60722.83,Gold,Push Notification,2025-04-11,12,137.67,1,0.25,9,0.09,66.81,2755.77
1684,Female,50,Single,69234.75,Platinum,Email,2025-04-07,9,74.98,5,0.24,13,0.02,72.33,1162.92
1685,Other,40,Widowed,55805.81,Gold,Social Media,2025-02-01,11,47.62,70,0.22,7,0.22,70.9,895.21
1686,Male,62,Widowed,63049.82,Silver,Push Notification,2025-03-06,11,55.59,37,0.17,6,0.25,74.43,1066.62
1687,Male,66,Widowed,29097.02,Silver,Social Media,2025-03-30,9,104.94,13,0.39,10,0.19,92.29,1816.1
1688,Female,20,Married,55833.09,Gold,Push Notification,2025-03-01,5,50.55,42,0.23,11,0.35,75.07,442.49
1689,Female,26,Single,40843.73,Silver,Push Notification,2025-02-27,14,50.08,44,0.17,8,0.23,90.46,1335.35
1690,Male,43,Single,64375.99,Platinum,SMS,2025-01-18,16,76.51,84,0.29,7,0.37,60.52,1965.02
1691,Female,37,Widowed,54468.84,Silver,Push Notification,2025-01-22,15,38.86,80,0.09,10,0.1,90.39,1109.78
1692,Male,61,Married,64265.79,Platinum,Social Media,2025-04-11,9,40.24,1,0.04,9,0.45,86.34,674.85
1693,Male,65,Divorced,67458.56,Silver,Social Media,2025-03-22,7,98.13,21,0.1,6,0.15,71.66,1179.15
1694,Female,40,Single,70288.36,Silver,SMS,2025-04-10,19,85.7,2,0.22,5,0.33,81.01,2947.39
1695,Male,49,Widowed,89028.91,Gold,SMS,2025-03-25,8,135.22,18,0.55,9,0.47,62.58,1758.73
1696,Female,48,Single,68105.76,Gold,Email,2025-01-31,8,60.57,71,0.67,10,0.1,93.5,937.62
1697,Male,47,Widowed,56148.98,Silver,SMS,2025-03-25,13,97.26,18,0.36,8,0.23,65.15,2088.12
1698,Other,53,Widowed,71137.9,Silver,Social Media,2025-02-04,6,90.8,67,0.11,5,0.23,58.56,863.83
1699,,24,Widowed,48377.97,Gold,Push Notification,2025-02-19,12,57.26,52,0.17,9,0.31,44.97,996.12
1700,Male,19,Married,67976.63,Silver,Email,2025-03-23,11,130.27,20,0.44,12,0.18,91.45,2743.42
1701,Male,24,Divorced,45826.95,Silver,Social Media,2025-04-09,13,54.3,3,0.25,16,0.19,52.9,1079.32
1702,Male,32,Widowed,72317.09,Platinum,SMS,2025-04-11,8,110.73,1,0.13,5,0.09,90.42,1686.82
1703,Other,68,Married,48015.75,Silver,Email,2025-03-15,7,36.15,28,0.12,10,0.46,67.95,425.0
1704,Other,30,Married,82478.2,Gold,SMS,2025-03-29,21,72.15,14,0.4,4,0.3,56.03,2364.09
1705,Other,23,Married,35228.97,Platinum,Push Notification,2025-03-28,6,145.96,15,0.41,5,0.11,85.81,1627.25
1706,Male,37,Single,64013.3,Platinum,SMS,2025-04-02,14,52.77,10,0.05,9,0.21,66.16,1227.56
1707,Male,40,Widowed,64892.38,Silver,Push Notification,2025-03-19,16,47.48,24,0.11,8,0.3,59.34,1210.47
1708,Female,22,Married,35052.0,Silver,Email,2025-03-11,14,50.37,32,0.08,8,0.26,62.71,1147.4
1709,Male,25,Divorced,77377.08,Platinum,Email,2025-02-10,8,59.81,61,0.1,9,0.45,67.84,803.08
1710,Other,43,Divorced,44149.53,Silver,SMS,2025-03-25,11,126.26,18,0.45,13,0.35,67.63,2328.15
1711,Other,27,Widowed,not disclosed,Silver,Email,2025-03-09,12,94.37,34,0.23,10,0.14,74.1,1971.58
1712,Male,62,Widowed,58823.55,Silver,SMS,2025-02-03,14,63.66,68,0.32,11,0.37,70.14,1516.36
1713,Female,18,Single,61598.43,Gold,Email,2025-03-11,11,132.76,32,0.27,3,0.24,70.37,2488.02
1714,Female,35,Divorced,39798.85,Silver,Push Notification,2025-01-29,14,142.09,73,0.42,11,0.2,86.37,3707.38
1715,Female,57,Married,78397.79,Platinum,Email,2025-02-25,12,96.7,46,0.45,8,0.21,62.52,1885.88
1716,Male,30,Single,41872.77,Silver,SMS,2025-04-08,13,37.66,4,0.29,6,0.29,41.74,693.93
1717,Male,51,Single,72392.18,Platinum,Push Notification,2025-02-05,7,34.46,66,0.32,13,0.48,57.21,379.22
1718,Other,42,Divorced,55841.38,Gold,Push Notification,2025-02-04,11,76.56,67,0.25,12,0.14,81.81,1531.13
1719,Female,43,Widowed,68333.29,Silver,SMS,2025-02-02,8,129.94,69,0.21,11,0.18,83.95,1912.2
1720,Female,63,Single,37088.42,Silver,SMS,2025-03-12,12,135.16,31,0.06,11,0.29,62.93,2642.59
1721,Male,26,Divorced,56708.82,Silver,Email,2025-01-27,9,115.47,75,0.19,11,0.12,78.68,1856.9
1722,Female,61,Widowed,66129.64,Gold,SMS,2025-01-22,8,54.79,80,0.14,14,0.42,77.2,776.7
1723,Male,59,Married,55498.55,Silver,Push Notification,2025-03-13,11,35.37,30,0.34,15,0.25,89.0,735.34
1724,Male,44,Widowed,41386.36,Gold,Email,2025-04-06,15,91.77,6,0.13,9,0.08,74.11,2396.71
1725,Female,33,Married,97780.71,Silver,SMS,2025-03-23,15,87.83,20,0.12,13,0.25,73.24,2282.35
1726,Other,23,Single,75493.4,Silver,Social Media,2025-04-06,13,36.26,6,0.4,6,0.13,70.09,801.77
1727,Other,38,,70979.46,Silver,SMS,2025-04-07,11,43.71,5,0.39,11,0.19,100.0,961.62
1728,Other,33,Divorced,79276.74,Gold,Email,2025-02-03,11,112.59,68,0.37,11,0.65,70.39,2110.26
1729,Male,62,Divorced,77191.04,Platinum,Social Media,2025-02-25,13,75.8,46,0.63,10,0.34,71.85,1693.41
1730,Other,24,Single,29234.66,Silver,Email,2025-03-12,17,67.83,31,0.39,13,0.31,96.81,2269.44
1731,Female,64,Widowed,66432.32,Gold,Email,2025-03-23,10,45.5,20,0.08,10,0.43,94.96,887.07
1732,Female,69,Married,43213.11,Silver,Social Media,2025-03-06,9,55.62,37,0.19,9,0.31,78.87,895.39
1733,Male,63,Single,47560.19,Silver,Email,2025-03-10,9,108.82,33,0.38,12,0.22,69.2,1657.11
1734,Male,18,Single,47257.18,Silver,Push Notification,2025-02-10,20,41.5,61,0.16,6,0.37,92.11,1594.51
1735,Female,29,Widowed,64365.78,Platinum,SMS,2025-01-31,19,98.25,71,0.14,12,0.25,87.48,3499.78
1736,Male,37,Widowed,41323.79,Silver,SMS,2025-01-23,9,147.32,79,0.33,15,0.39,78.24,2363.25
1737,Female,19,Divorced,46102.3,Silver,Email,2025-03-30,13,61.08,13,0.26,9,0.4,74.73,1387.43
1738,Other,53,Divorced,44645.1,Silver,Email,2025-03-24,11,145.56,19,0.12,10,0.34,71.87,2751.91
1739,Male,38,Married,63282.45,Platinum,Email,2025-03-24,8,102.1,19,0.29,10,0.23,57.22,1284.17
1740,,29,Single,58377.55,Platinum,Social Media,2025-03-06,13,108.54,37,0.29,8,0.21,57.86,2227.44
1741,Female,25,Divorced,64340.08,Silver,Push Notification,2025-02-16,14,54.56,55,0.19,16,0.44,78.72,1365.13
1742,Male,64,Divorced,86956.89,Silver,Social Media,2025-02-05,14,92.67,66,0.31,11,0.29,60.25,2079.05
1743,Other,34,Married,,Gold,Push Notification,2025-01-13,11,35.74,89,0.27,2,0.28,91.93,754.55
1744,Male,56,Married,43787.74,Silver,Push Notification,2025-02-22,17,,49,0.3,8,0.17,78.8,3172.13
1745,Male,46,Married,47624.37,Gold,Email,2025-01-21,10,73.32,81,0.44,7,0.36,85.74,1361.85
1746,Female,35,Single,50950.55,Platinum,Push Notification,2025-02-15,13,31.1,56,0.46,9,0.16,63.86,662.49
1747,Other,53,Divorced,56914.84,Silver,SMS,2025-03-08,9,139.26,35,0.14,4,0.09,84.66,2314.42
1748,Female,62,Widowed,56851.38,Platinum,,2025-03-19,15,55.05,24,0.29,8,0.17,56.06,1288.67
1749,Other,20,Divorced,56289.24,Silver,SMS,2025-04-06,12,52.89,6,0.43,6,0.07,43.32,909.62
1750,Other,26,Widowed,51706.14,Gold,Social Media,2025-03-08,6,139.35,35,0.2,11,0.36,74.5,1458.99
1751,Female,67,Single,57140.24,Gold,SMS,2025-01-15,17,95.98,87,0.39,7,0.2,90.08,3101.46
1752,Other,34,Widowed,78311.29,Silver,Email,2025-03-20,7,97.56,23,0.59,12,0.18,75.79,1200.51
1753,Female,67,Married,48461.53,Silver,Social Media,2025-02-15,12,114.23,56,0.44,13,0.1,54.49,2117.69
1754,Female,38,Widowed,65438.15,Gold,Social Media,2025-03-08,8,63.9,35,0.5,9,0.19,88.47,963.46
1755,Female,34,Widowed,59516.52,Silver,Email,2025-02-09,15,64.28,62,0.09,6,0.3,83.27,1767.09
1756,Male,54,Married,77111.87,Platinum,Email,2025-04-08,13,64.67,4,0.0,9,0.12,79.54,1509.41
1757,Male,69,Single,64030.58,Silver,Push Notification,2025-01-13,6,86.72,89,0.2,13,0.33,86.49,970.34
1758,Female,24,Widowed,53875.77,Silver,Social Media,2025-04-08,10,71.66,4,0.38,8,0.06,64.18,1176.51
1759,Male,52,Widowed,63723.77,Silver,Social Media,2025-03-27,13,,16,0.15,7,0.19,52.05,1879.6
1760,Male,35,Single,55722.17,Silver,Social Media,2025-02-14,7,48.78,57,0.42,10,0.24,60.83,549.17
1761,Other,19,Single,69838.26,Silver,Social Media,2025-02-01,10,99.93,70,0.32,14,0.35,34.42,1343.26
1762,Male,52,Single,67188.94,Gold,Social Media,2025-03-17,16,129.26,26,0.31,9,0.46,70.43,3524.77
1763,Female,39,Single,69307.51,Gold,Social Media,2025-02-01,14,90.75,70,0.48,17,0.42,75.94,2235.32
1764,Male,26,Single,59715.78,Platinum,Push Notification,2025-01-14,9,31.52,88,0.3,10,0.44,100.0,567.36
1765,Other,25,Married,54951.83,Silver,Email,2025-03-22,15,136.25,21,0.35,12,0.32,92.81,3940.55
1766,Male,51,Single,52976.53,Silver,SMS,2025-02-17,11,133.66,54,0.62,12,0.29,74.86,2570.9
1767,Male,32,Married,51623.76,Platinum,Social Media,2025-04-11,10,47.18,1,0.11,10,0.22,86.9,881.79
1768,Other,36,Single,54588.5,Gold,Social Media,2025-02-26,6,148.71,45,0.3,12,0.08,80.87,1613.83
1769,Male,66,Single,66278.54,Platinum,SMS,2025-01-12,10,123.06,90,0.2,5,0.31,84.24,2267.26
1770,Other,19,Widowed,55451.72,Platinum,Email,2025-03-28,15,33.48,15,0.33,10,0.11,86.02,934.19
1771,Female,39,Single,81336.34,Silver,Push Notification,2025-03-21,13,46.02,22,0.48,10,0.07,68.43,1007.65
1772,Male,60,Married,61845.38,Platinum,Push Notification,2025-02-03,14,108.63,68,0.16,14,0.42,73.45,2637.86
1773,Other,40,Widowed,40838.73,Gold,Push Notification,2025-03-18,16,79.31,25,0.58,14,0.29,77.05,2246.69
1774,Other,20,Widowed,72885.02,Silver,SMS,2025-01-27,23,55.54,75,0.3,4,0.33,82.86,2335.89
1775,Male,63,Divorced,41270.72,Silver,SMS,2025-01-18,9,68.24,84,0.16,13,0.35,72.43,1059.0
1776,Male,18,Married,55464.76,Gold,Push Notification,2025-03-30,18,142.1,13,0.42,6,0.25,83.46,4692.54
1777,Female,54,Widowed,45417.48,Silver,Social Media,2025-03-22,12,91.8,21,0.04,9,0.21,93.76,2134.46
1778,Female,26,Married,67909.35,Gold,SMS,2025-02-27,10,101.78,44,0.26,10,0.17,90.79,1941.86
1779,Other,62,Single,35334.38,Platinum,Social Media,2025-01-15,12,78.21,87,0.51,8,0.48,88.07,1765.07
1780,Female,18,Widowed,77566.79,Silver,Social Media,2025-02-01,10,148.26,70,0.32,9,0.29,77.71,2634.73
1781,Female,62,Divorced,77240.67,Silver,Social Media,2025-01-29,9,79.85,73,0.49,9,0.21,82.25,1309.74
1782,Other,59,Married,67082.11,Silver,Social Media,2025-02-10,14,136.23,61,0.28,15,0.22,89.86,3621.05
1783,Male,58,Widowed,73385.66,Gold,SMS,2025-01-16,15,113.28,86,0.12,12,0.15,86.75,3173.26
1784,Male,27,Single,60284.46,Silver,SMS,2025-03-22,12,79.68,21,0.21,10,0.26,48.46,1419.52
1785,Female,65,Single,62567.81,Platinum,SMS,2025-04-04,14,89.83,8,0.1,2,0.19,71.2,2153.05
1786,Other,59,Widowed,51132.8,Silver,SMS,2025-02-09,15,71.45,62,0.33,7,0.4,60.86,1724.02
1787,Male,24,Married,64128.07,Gold,Social Media,2025-03-21,13,72.3,22,0.19,11,0.26,73.47,1630.44
1788,Other,41,Single,77162.38,Gold,Social Media,2025-01-26,6,60.13,76,0.06,19,0.38,100.0,721.56
1789,Other,25,Married,39504.86,Gold,SMS,2025-01-15,7,70.49,87,0.29,15,0.28,91.96,947.19
1790,Female,34,Divorced,54198.34,Silver,Email,2025-03-25,8,129.24,18,0.61,10,0.43,73.7,1795.92
1791,Male,26,Single,82642.86,Silver,SMS,2025-02-21,9,87.56,50,0.21,12,0.09,82.84,1440.85
1792,Male,60,Widowed,53271.05,Silver,SMS,2025-03-19,18,52.71,24,0.4,6,0.19,70.84,1620.9
1793,Male,67,Divorced,68185.22,Gold,Social Media,2025-02-16,10,66.95,55,0.3,12,0.18,100.0,1339.0
1794,Male,47,Single,50675.07,Silver,SMS,2025-04-06,15,136.4,6,0.31,8,0.19,86.86,3823.16
1795,Male,68,Divorced,55618.69,Platinum,Social Media,2025-01-25,16,112.01,77,0.4,6,0.11,69.61,3039.68
1796,Other,45,Widowed,40493.25,Gold,Social Media,2025-03-02,13,141.72,41,0.16,9,0.2,69.9,3130.17
1797,Female,61,Divorced,89294.17,Silver,SMS,2025-02-09,15,38.23,62,0.1,6,0.34,79.5,1029.34
1798,Other,24,Widowed,35165.41,Platinum,Push Notification,2025-01-31,18,123.82,71,0.53,12,0.19,63.76,3649.82
1799,Other,28,Divorced,47834.85,Silver,Social Media,2025-03-08,7,97.35,35,0.2,14,0.18,61.55,1100.88
1800,Male,50,Married,54249.27,Silver,Social Media,2025-03-13,11,98.56,30,0.38,9,0.32,69.59,1838.63
1801,Male,54,Married,81870.9,Gold,Push Notification,2025-02-02,10,106.56,69,0.15,9,0.32,70.01,1811.63
1802,Other,42,Single,61809.13,Silver,Social Media,2025-03-21,9,121.0,22,0.5,12,0.44,65.75,1805.02
1803,Other,36,Married,64223.92,Gold,Email,2025-03-08,15,148.88,35,0.21,15,0.34,60.81,3591.21
1804,Female,59,Married,57379.77,Silver,Email,2025-01-19,11,143.7,83,0.55,9,0.3,38.84,2194.64
1805,Male,34,Divorced,53592.74,Platinum,SMS,2025-03-06,12,121.91,37,0.23,12,0.45,72.81,2528.07
1806,Other,18,Single,55676.16,Platinum,Social Media,2025-03-30,13,126.24,13,0.16,9,0.63,95.2,3203.47
1807,Female,56,Single,58190.35,Silver,SMS,2025-01-29,6,110.39,73,0.3,6,0.21,56.36,1035.63
1808,Other,38,Single,56360.0,Silver,Email,2025-02-11,10,110.34,60,0.7,14,0.38,78.89,1973.87
1809,Other,51,Single,15866.18,Silver,Push Notification,2025-01-20,11,43.16,82,0.1,9,0.13,77.13,840.94
1810,Other,50,Widowed,41162.75,Platinum,Push Notification,2025-04-04,7,62.84,8,0.12,12,0.36,65.29,727.08
1811,Female,66,Widowed,80642.98,Silver,Push Notification,2025-02-13,12,78.84,58,0.11,6,0.13,70.27,1610.89
1812,Male,68,Widowed,47502.88,Platinum,SMS,2025-02-10,10,92.84,61,0.42,12,0.45,53.25,1422.77
1813,Male,47,Widowed,74515.11,Silver,Email,2025-02-16,13,102.73,55,0.32,6,0.24,80.24,2407.09
1814,Female,43,Single,98190.82,Silver,Email,2025-02-28,16,,43,0.57,15,0.18,87.57,1766.16
1815,Male,52,Divorced,77622.21,Silver,Push Notification,2025-02-22,11,149.28,49,0.04,7,0.34,87.7,3082.18
1816,Male,55,Single,33886.07,Gold,Email,2025-01-26,14,142.29,76,0.38,8,0.12,84.9,3683.32
1817,Female,37,Widowed,35851.45,Gold,Push Notification,2025-03-24,15,88.32,19,0.62,15,0.38,91.03,2530.77
1818,Other,40,Married,59621.35,Gold,Push Notification,2025-01-24,14,137.31,78,0.21,18,0.12,53.36,2948.1
1819,Male,22,Single,50939.55,Silver,SMS,2025-03-20,16,149.21,23,0.26,7,0.2,87.14,4467.71
1820,Male,48,Widowed,60549.92,Gold,Social Media,2025-03-20,10,70.28,23,0.44,9,0.23,78.86,1257.03
1821,Other,59,Divorced,93307.21,Silver,Email,2025-03-29,18,121.82,14,0.25,15,0.38,74.83,3833.6
1822,Male,46,Widowed,81924.48,Gold,Push Notification,2025-02-24,10,107.3,47,0.19,12,0.22,99.63,2142.03
1823,Male,66,Single,48612.25,Silver,Push Notification,2025-02-19,12,47.95,52,0.11,9,0.12,79.7,1033.99
1824,Male,50,Divorced,81835.6,Platinum,Push Notification,2025-02-28,14,82.4,43,0.25,6,0.15,73.14,1997.34
1825,Male,59,Single,39416.11,Silver,SMS,2025-02-14,14,115.13,57,0.05,14,0.43,79.48,2892.89
1826,Other,58,Divorced,35889.43,Platinum,Push Notification,2025-02-22,17,113.5,49,0.07,17,0.35,78.34,3441.07
1827,Male,50,Divorced,58431.73,Platinum,Push Notification,2025-02-01,16,111.55,70,0.07,8,0.22,87.0,3337.58
1828,Female,54,Divorced,50122.9,Silver,Push Notification,2025-02-10,12,118.31,61,0.45,12,0.25,58.69,2252.95
1829,Male,26,Divorced,79327.99,Platinum,Social Media,2025-03-24,13,53.25,19,0.26,7,0.55,87.69,1299.28
1830,Male,29,Widowed,53829.52,Silver,Push Notification,2025-02-10,8,123.38,61,0.12,9,0.22,78.61,1762.95
1831,Female,39,Divorced,87583.6,Silver,Social Media,2025-03-24,15,54.65,19,0.23,12,0.55,90.21,1559.25
1832,Other,33,Single,72295.35,Silver,Email,2025-03-05,16,66.82,38,0.5,10,0.18,44.68,1546.8
1833,Male,44,Divorced,62549.17,Platinum,Push Notification,2025-02-23,11,145.16,48,0.36,9,0.02,65.35,2640.24
1834,Other,31,Married,62415.91,Gold,Push Notification,2025-03-12,14,43.72,31,0.19,7,0.26,84.59,1129.84
1835,Other,48,Widowed,50206.93,Platinum,Push Notification,2025-01-12,13,148.48,90,0.4,10,0.31,72.4,3327.73
1836,Other,52,Married,30306.09,Gold,Email,2025-03-28,13,136.05,15,0.32,12,0.07,77.15,3133.16
1837,Female,40,Single,43539.88,Gold,SMS,2025-04-05,11,99.28,7,0.53,14,0.44,92.14,2098.32
1838,Male,18,Widowed,59614.02,Silver,SMS,2025-01-12,11,128.11,90,0.12,11,0.29,89.05,2664.11
1839,Male,19,Married,65966.95,Silver,Push Notification,2025-03-30,12,49.24,13,0.06,8,0.39,96.79,1162.79
1840,Male,58,Widowed,88910.8,Silver,SMS,2025-04-10,7,142.56,2,0.23,11,0.34,92.17,1917.7
1841,Other,24,Divorced,61813.95,Silver,Email,2025-03-22,12,77.19,21,0.46,9,0.17,46.29,1355.06
1842,Male,27,Widowed,38582.9,Gold,Social Media,2025-03-04,12,111.47,39,0.11,7,0.64,65.95,2219.81
1843,Female,33,Widowed,90597.32,Platinum,Email,2025-02-07,14,136.09,64,0.34,11,0.19,82.13,3470.05
1844,Other,40,Widowed,63781.81,Silver,SMS,2025-03-15,13,149.61,28,0.38,11,0.28,72.07,3346.64
1845,Male,69,Single,81135.69,Platinum,Email,2025-04-05,9,134.44,7,0.09,13,0.29,94.39,2352.04
1846,Female,29,Divorced,41627.62,Platinum,Social Media,2025-01-12,11,115.56,90,0.27,8,0.09,68.49,2141.78
1847,Female,57,Widowed,32548.4,Gold,,2025-02-04,13,87.99,67,0.4,8,0.46,66.15,1900.54
1848,Male,51,Married,37936.17,Silver,SMS,2025-03-07,10,85.02,36,0.31,11,0.19,69.69,1442.7
1849,Other,31,Widowed,72572.66,Silver,Social Media,2025-03-19,17,49.59,24,0.13,8,0.29,61.11,1358.21
1850,Other,30,Married,40329.01,Silver,Push Notification,2025-03-29,14,91.42,14,0.44,9,0.3,65.3,2115.64
1851,Female,49,Divorced,51114.29,Silver,Social Media,2025-03-16,5,59.64,27,0.2,8,0.18,94.16,578.99
1852,Female,46,Divorced,27099.18,Platinum,Email,2025-02-25,17,133.38,46,0.22,15,0.24,83.0,4149.45
1853,Male,65,Married,54750.45,Silver,Push Notification,2025-02-12,14,43.41,59,0.18,3,0.29,78.36,1083.97
1854,Female,19,Divorced,66492.65,Gold,Email,2025-03-21,13,110.11,22,0.66,10,0.2,81.73,2601.34
1855,Male,54,Widowed,45423.48,Silver,Push Notification,2025-02-02,15,66.66,69,0.49,4,0.4,78.57,1785.52
1856,Other,48,Widowed,86387.49,Platinum,Social Media,2025-02-22,9,37.34,49,0.02,7,0.53,75.36,589.31
1857,Male,55,Married,80804.4,Silver,Push Notification,2025-03-12,8,59.69,31,0.44,8,0.42,58.96,759.07
1858,Male,53,Single,72819.65,Silver,SMS,2025-02-16,10,36.14,55,0.49,18,0.45,51.25,546.62
1859,Male,32,Married,75072.02,Silver,Email,2025-04-11,8,39.17,1,0.06,8,0.11,38.09,432.72
1860,Female,37,Married,57897.33,Silver,Push Notification,2025-03-29,12,98.25,14,0.4,9,0.3,77.67,2094.73
1861,Other,53,Widowed,52452.07,Gold,Email,2025-01-19,19,65.65,83,0.42,9,0.4,99.07,2483.1
1862,Other,68,Single,54271.67,Silver,Push Notification,2025-01-12,11,112.3,90,0.18,9,0.25,82.73,2257.26
1863,Other,35,Widowed,60588.91,Silver,Push Notification,2025-02-27,13,65.7,44,0.04,7,0.47,92.9,1647.56
1864,Other,19,Divorced,55781.81,Silver,Social Media,2025-02-05,9,126.17,66,0.04,13,0.34,72.64,1960.38
1865,Other,29,Single,40193.46,Silver,Push Notification,2025-02-21,14,44.78,50,0.48,13,0.31,66.16,1041.69
1866,Male,69,Married,54602.02,Platinum,SMS,2025-01-29,19,112.71,73,0.3,9,0.16,80.54,3866.25
1867,Male,23,Married,64688.88,Gold,Social Media,2025-03-13,13,81.92,30,0.34,16,0.27,62.62,1731.84
1868,Other,43,Widowed,52297.98,Gold,Email,2025-04-01,13,145.43,11,0.37,8,0.22,57.17,2971.44
1869,Female,26,Married,42717.9,Gold,Email,2025-03-13,14,124.42,30,0.23,17,0.1,77.91,3098.98
1870,Male,55,Divorced,69634.17,Gold,Social Media,2025-03-16,15,92.8,27,0.2,12,0.4,84.85,2573.11
1871,Other,23,Divorced,74011.37,Gold,Push Notification,2025-03-29,10,127.57,14,0.15,15,0.1,92.99,2461.97
1872,Female,52,Widowed,38548.48,Silver,Push Notification,2025-01-23,9,111.86,79,0.51,8,0.09,66.46,1675.82
1873,Female,21,Widowed,68228.8,Gold,Email,2025-02-25,9,30.78,46,0.3,8,0.05,87.41,519.16
1874,Other,35,Divorced,72653.25,Gold,Social Media,2025-02-05,12,31.92,66,0.12,4,0.45,69.77,650.29
1875,Female,63,Single,74910.04,Gold,Social Media,2025-01-31,19,134.65,71,0.13,9,0.33,72.84,4421.85
1876,Female,35,Divorced,63418.69,Platinum,Social Media,2025-03-03,7,46.0,40,0.5,8,0.15,72.29,554.77
1877,Other,39,Divorced,72381.71,Silver,SMS,2025-03-26,14,70.57,17,0.42,8,0.28,76.6,1744.77
